filename,class,xmin,xmax,ymin,ymax
T0001_XM_20110810130247_02.jpg,Maize,3491,3579,1963,2081
T0001_XM_20110810130247_02.jpg,Maize,227,348,988,1136
T0001_XM_20110810130247_02.jpg,Maize,0,90,1005,1123
T0001_XM_20110810160247_02.jpg,Maize,6,221,1318,1560
T0001_XM_20110810160247_02.jpg,Maize,711,832,494,629
T0001_XM_20110810160247_02.jpg,Maize,227,476,13,188
T0001_XM_20110810160247_02.jpg,Maize,2621,2668,494,612
T0001_XM_20110810160247_02.jpg,Maize,1841,1935,279,383
T0001_XM_20110810160247_02.jpg,Maize,3071,3222,286,615
T0001_XM_20110810160247_02.jpg,Maize,1253,1320,235,356
T0001_XM_20110810160247_02.jpg,Maize,2839,2943,1304,1469
T0001_XM_20110810160247_02.jpg,Maize,2748,2836,2013,2124
T0001_XM_20110810160247_02.jpg,Maize,3461,3542,1993,2118
T0001_XM_20110810160247_02.jpg,Maize,789,910,1970,2118
T0001_XM_20110810160247_02.jpg,Maize,520,695,1993,2171
T0001_XM_20110810160247_02.jpg,Maize,809,880,1405,1526
T0001_XM_20110810160247_02.jpg,Maize,1068,1158,1331,1486
T0001_XM_20110810160247_02.jpg,Maize,0,46,1005,1143
T0001_XM_20110810160247_02.jpg,Maize,261,369,998,1153
T0001_XM_20110811090244_02.jpg,Maize,399,607,1993,2228
T0001_XM_20110811090244_02.jpg,Maize,12,143,1388,1640
T0001_XM_20110811090244_02.jpg,Maize,698,863,1408,1623
T0001_XM_20110811090244_02.jpg,Maize,886,1037,1257,1523
T0001_XM_20110811090244_02.jpg,Maize,2574,2725,1348,1492
T0001_XM_20110811090244_02.jpg,Maize,2600,2738,2064,2188
T0001_XM_20110811090244_02.jpg,Maize,3276,3437,2077,2195
T0001_XM_20110811090244_02.jpg,Maize,2772,2940,1365,1543
T0001_XM_20110811090244_02.jpg,Maize,624,789,497,659
T0001_XM_20110811090244_02.jpg,Maize,197,375,30,192
T0001_XM_20110811090244_02.jpg,Maize,1098,1212,336,538
T0001_XM_20110811090244_02.jpg,Maize,1639,1767,262,437
T0001_XM_20110811090244_02.jpg,Maize,2600,2735,417,575
T0001_XM_20110811090244_02.jpg,Maize,3007,3148,360,655
T0001_XM_20110811090244_02.jpg,Maize,3471,3609,1358,1482
T0001_XM_20110811090244_02.jpg,Maize,3330,3474,2353,2501
T0001_XM_20110811090244_02.jpg,Maize,1434,1545,615,760
T0001_XM_20110811100245_02.jpg,Maize,678,816,1388,1597
T0001_XM_20110811100245_02.jpg,Maize,906,1041,1240,1482
T0001_XM_20110811100245_02.jpg,Maize,389,580,1946,2218
T0001_XM_20110811100245_02.jpg,Maize,638,806,497,645
T0001_XM_20110811100245_02.jpg,Maize,1081,1209,333,534
T0001_XM_20110811100245_02.jpg,Maize,1629,1767,232,410
T0001_XM_20110811100245_02.jpg,Maize,2621,2735,387,551
T0001_XM_20110811100245_02.jpg,Maize,2990,3142,363,635
T0001_XM_20110811100245_02.jpg,Maize,2577,2715,1334,1476
T0001_XM_20110811100245_02.jpg,Maize,2802,2930,1371,1533
T0001_XM_20110811100245_02.jpg,Maize,3461,3619,1331,1476
T0001_XM_20110811100245_02.jpg,Maize,3279,3437,2074,2185
T0001_XM_20110811100245_02.jpg,Maize,3316,3471,2346,2524
T0001_XM_20110811100245_02.jpg,Maize,2584,2728,2050,2171
T0001_XM_20110811100245_02.jpg,Maize,1535,1616,2050,2161
T0001_XM_20110811100245_02.jpg,Maize,6,150,1344,1593
T0001_XM_20110811100245_02.jpg,Maize,143,352,17,165
T0001_XM_20110811100245_02.jpg,Maize,1437,1532,595,766
T0001_XM_20110811140245_02.jpg,Maize,9,167,1355,1546
T0001_XM_20110811140245_02.jpg,Maize,920,1051,1213,1449
T0001_XM_20110811140245_02.jpg,Maize,695,839,1344,1573
T0001_XM_20110811140245_02.jpg,Maize,392,621,1949,2171
T0001_XM_20110811140245_02.jpg,Maize,1518,1619,2030,2202
T0001_XM_20110811140245_02.jpg,Maize,2607,2732,2034,2158
T0001_XM_20110811140245_02.jpg,Maize,3279,3495,2017,2151
T0001_XM_20110811140245_02.jpg,Maize,3326,3474,2326,2487
T0001_XM_20110811140245_02.jpg,Maize,2641,2758,1287,1465
T0001_XM_20110811140245_02.jpg,Maize,2802,2920,1348,1519
T0001_XM_20110811140245_02.jpg,Maize,3468,3629,1291,1415
T0001_XM_20110811140245_02.jpg,Maize,2994,3172,350,578
T0001_XM_20110811140245_02.jpg,Maize,2604,2732,397,518
T0001_XM_20110811140245_02.jpg,Maize,1656,1784,218,424
T0001_XM_20110811140245_02.jpg,Maize,1437,1538,575,739
T0001_XM_20110811140245_02.jpg,Maize,1125,1243,289,491
T0001_XM_20110811140245_02.jpg,Maize,641,762,460,602
T0001_XM_20110811140245_02.jpg,Maize,170,355,17,165
T0001_XM_20110811140245_02.jpg,Maize,0,29,296,376
T0001_XM_20110811140245_02.jpg,Maize,16,140,524,713
T0001_XM_20110811160246_02.jpg,Maize,22,167,1348,1539
T0001_XM_20110811160246_02.jpg,Maize,83,227,1203,1351
T0001_XM_20110811160246_02.jpg,Maize,352,476,2003,2165
T0001_XM_20110811160246_02.jpg,Maize,493,691,1956,2151
T0001_XM_20110811160246_02.jpg,Maize,1515,1622,2054,2235
T0001_XM_20110811160246_02.jpg,Maize,2631,2758,2010,2158
T0001_XM_20110811160246_02.jpg,Maize,3357,3498,2023,2144
T0001_XM_20110811160246_02.jpg,Maize,3340,3508,2306,2470
T0001_XM_20110811160246_02.jpg,Maize,2647,2745,1311,1462
T0001_XM_20110811160246_02.jpg,Maize,2799,2903,1361,1536
T0001_XM_20110811160246_02.jpg,Maize,3458,3639,1281,1422
T0001_XM_20110811160246_02.jpg,Maize,678,836,1351,1553
T0001_XM_20110811160246_02.jpg,Maize,900,1061,1234,1445
T0001_XM_20110811160246_02.jpg,Maize,611,806,464,615
T0001_XM_20110811160246_02.jpg,Maize,167,348,10,171
T0001_XM_20110811160246_02.jpg,Maize,0,83,508,592
T0001_XM_20110811160246_02.jpg,Maize,1101,1253,313,477
T0001_XM_20110811160246_02.jpg,Maize,1642,1800,255,430
T0001_XM_20110811160246_02.jpg,Maize,1195,1286,0,57
T0001_XM_20110811160246_02.jpg,Maize,3000,3212,303,635
T0001_XM_20110811160246_02.jpg,Maize,2631,2718,387,575
T0001_XM_20110811160246_02.jpg,Maize,1784,1827,81,155
T0001_XM_20110812100244_02.jpg,Maize,43,201,1307,1509
T0001_XM_20110812100244_02.jpg,Maize,160,251,1166,1294
T0001_XM_20110812100244_02.jpg,Maize,436,601,1926,2067
T0001_XM_20110812100244_02.jpg,Maize,664,809,1983,2195
T0001_XM_20110812100244_02.jpg,Maize,1515,1659,2003,2205
T0001_XM_20110812100244_02.jpg,Maize,2705,2826,1973,2131
T0001_XM_20110812100244_02.jpg,Maize,3363,3552,2252,2403
T0001_XM_20110812100244_02.jpg,Maize,3454,3616,1929,2081
T0001_XM_20110812100244_02.jpg,Maize,2735,2923,1321,1489
T0001_XM_20110812100244_02.jpg,Maize,2553,2684,1543,1667
T0001_XM_20110812100244_02.jpg,Maize,3525,3648,1156,1318
T0001_XM_20110812100244_02.jpg,Maize,3276,3374,897,1055
T0001_XM_20110812100244_02.jpg,Maize,2836,2883,645,760
T0001_XM_20110812100244_02.jpg,Maize,977,1189,1150,1402
T0001_XM_20110812100244_02.jpg,Maize,631,876,1291,1509
T0001_XM_20110812100244_02.jpg,Maize,288,432,3,121
T0001_XM_20110812100244_02.jpg,Maize,2,120,464,568
T0001_XM_20110812100244_02.jpg,Maize,614,769,454,629
T0001_XM_20110812100244_02.jpg,Maize,1058,1122,339,484
T0001_XM_20110812100244_02.jpg,Maize,1189,1330,272,457
T0001_XM_20110812100244_02.jpg,Maize,1501,1619,501,682
T0001_XM_20110812100244_02.jpg,Maize,1720,1898,158,336
T0001_XM_20110812100244_02.jpg,Maize,1814,1874,0,84
T0001_XM_20110812100244_02.jpg,Maize,2389,2449,20,141
T0001_XM_20110812100244_02.jpg,Maize,2631,2708,276,420
T0001_XM_20110812100244_02.jpg,Maize,2728,2866,286,434
T0001_XM_20110812100244_02.jpg,Maize,3041,3242,299,592
T0001_XM_20110812100244_02.jpg,Maize,3555,3648,77,195
T0001_XM_20110812130243_02.jpg,Maize,456,604,1906,2097
T0001_XM_20110812130243_02.jpg,Maize,685,822,1916,2161
T0001_XM_20110812130243_02.jpg,Maize,1511,1646,1936,2155
T0001_XM_20110812130243_02.jpg,Maize,2701,2819,1973,2111
T0001_XM_20110812130243_02.jpg,Maize,2906,3004,2269,2397
T0001_XM_20110812130243_02.jpg,Maize,3380,3599,2242,2474
T0001_XM_20110812130243_02.jpg,Maize,3424,3636,1916,2094
T0001_XM_20110812130243_02.jpg,Maize,2550,2715,1543,1704
T0001_XM_20110812130243_02.jpg,Maize,2705,2836,1324,1459
T0001_XM_20110812130243_02.jpg,Maize,2876,2977,1237,1445
T0001_XM_20110812130243_02.jpg,Maize,3269,3370,908,1072
T0001_XM_20110812130243_02.jpg,Maize,3542,3648,1129,1307
T0001_XM_20110812130243_02.jpg,Maize,1874,2090,847,1018
T0001_XM_20110812130243_02.jpg,Maize,638,849,1297,1533
T0001_XM_20110812130243_02.jpg,Maize,1027,1216,1136,1378
T0001_XM_20110812130243_02.jpg,Maize,19,224,1274,1492
T0001_XM_20110812130243_02.jpg,Maize,153,301,1082,1277
T0001_XM_20110812130243_02.jpg,Maize,0,106,440,575
T0001_XM_20110812130243_02.jpg,Maize,214,348,403,575
T0001_XM_20110812130243_02.jpg,Maize,621,772,447,652
T0001_XM_20110812130243_02.jpg,Maize,990,1098,339,494
T0001_XM_20110812130243_02.jpg,Maize,1209,1337,272,467
T0001_XM_20110812130243_02.jpg,Maize,1471,1632,528,709
T0001_XM_20110812130243_02.jpg,Maize,278,422,0,118
T0001_XM_20110812130243_02.jpg,Maize,1068,1202,134,269
T0001_XM_20110812130243_02.jpg,Maize,1760,1958,77,356
T0001_XM_20110812130243_02.jpg,Maize,1824,1905,3,37
T0001_XM_20110812130243_02.jpg,Maize,2631,2721,242,420
T0001_XM_20110812130243_02.jpg,Maize,2742,2842,242,440
T0001_XM_20110812130243_02.jpg,Maize,2812,2913,618,770
T0001_XM_20110812130243_02.jpg,Maize,3041,3212,303,608
T0001_XM_20110812130243_02.jpg,Maize,3525,3648,81,289
T0001_XM_20110812160246_02.jpg,Maize,389,594,1872,2107
T0001_XM_20110812160246_02.jpg,Maize,671,816,1886,2131
T0001_XM_20110812160246_02.jpg,Maize,1471,1673,1886,2107
T0001_XM_20110812160246_02.jpg,Maize,22,204,1297,1489
T0001_XM_20110812160246_02.jpg,Maize,143,281,1119,1287
T0001_XM_20110812160246_02.jpg,Maize,664,846,1271,1556
T0001_XM_20110812160246_02.jpg,Maize,943,1172,1126,1385
T0001_XM_20110812160246_02.jpg,Maize,0,80,424,555
T0001_XM_20110812160246_02.jpg,Maize,611,795,437,598
T0001_XM_20110812160246_02.jpg,Maize,248,385,424,534
T0001_XM_20110812160246_02.jpg,Maize,295,439,0,104
T0001_XM_20110812160246_02.jpg,Maize,960,1088,319,487
T0001_XM_20110812160246_02.jpg,Maize,1212,1377,242,444
T0001_XM_20110812160246_02.jpg,Maize,1068,1175,111,266
T0001_XM_20110812160246_02.jpg,Maize,1468,1649,447,699
T0001_XM_20110812160246_02.jpg,Maize,1898,2069,682,881
T0001_XM_20110812160246_02.jpg,Maize,1743,1925,84,336
T0001_XM_20110812160246_02.jpg,Maize,2382,2459,0,101
T0001_XM_20110812160246_02.jpg,Maize,2584,2688,252,444
T0001_XM_20110812160246_02.jpg,Maize,2715,2809,249,413
T0001_XM_20110812160246_02.jpg,Maize,3047,3219,299,558
T0001_XM_20110812160246_02.jpg,Maize,3548,3648,67,269
T0001_XM_20110812160246_02.jpg,Maize,2816,2913,595,733
T0001_XM_20110812160246_02.jpg,Maize,3246,3350,857,1055
T0001_XM_20110812160246_02.jpg,Maize,3518,3648,1059,1250
T0001_XM_20110812160246_02.jpg,Maize,2701,2879,1284,1479
T0001_XM_20110812160246_02.jpg,Maize,2886,3014,1197,1469
T0001_XM_20110812160246_02.jpg,Maize,3380,3648,2178,2383
T0001_XM_20110812160246_02.jpg,Maize,3458,3629,1882,2064
T0001_XM_20110812160246_02.jpg,Maize,2728,2879,1970,2118
T0001_XM_20110812160246_02.jpg,Maize,2906,3007,2252,2366
T0001_XM_20110813090243_02.jpg,Maize,1451,1592,1879,2067
T0001_XM_20110813090243_02.jpg,Maize,674,853,1896,2118
T0001_XM_20110813090243_02.jpg,Maize,399,580,1906,2118
T0001_XM_20110813090243_02.jpg,Maize,19,211,1311,1486
T0001_XM_20110813090243_02.jpg,Maize,39,271,1055,1287
T0001_XM_20110813090243_02.jpg,Maize,674,853,1291,1539
T0001_XM_20110813090243_02.jpg,Maize,950,1162,1113,1392
T0001_XM_20110813090243_02.jpg,Maize,1905,2120,632,840
T0001_XM_20110813090243_02.jpg,Maize,1488,1679,471,622
T0001_XM_20110813090243_02.jpg,Maize,1175,1394,252,427
T0001_XM_20110813090243_02.jpg,Maize,611,819,450,629
T0001_XM_20110813090243_02.jpg,Maize,231,392,400,531
T0001_XM_20110813090243_02.jpg,Maize,0,66,407,511
T0001_XM_20110813090243_02.jpg,Maize,295,429,0,111
T0001_XM_20110813090243_02.jpg,Maize,953,1098,229,390
T0001_XM_20110813090243_02.jpg,Maize,1078,1222,30,205
T0001_XM_20110813090243_02.jpg,Maize,1713,1965,77,343
T0001_XM_20110813090243_02.jpg,Maize,2338,2520,0,141
T0001_XM_20110813090243_02.jpg,Maize,2617,2705,229,403
T0001_XM_20110813090243_02.jpg,Maize,2732,2809,208,440
T0001_XM_20110813090243_02.jpg,Maize,3054,3242,303,585
T0001_XM_20110813090243_02.jpg,Maize,2859,2913,575,682
T0001_XM_20110813090243_02.jpg,Maize,3256,3410,850,1018
T0001_XM_20110813090243_02.jpg,Maize,3565,3648,1055,1234
T0001_XM_20110813090243_02.jpg,Maize,2886,3084,1139,1324
T0001_XM_20110813090243_02.jpg,Maize,2728,2960,1311,1489
T0001_XM_20110813090243_02.jpg,Maize,2503,2701,1449,1654
T0001_XM_20110813090243_02.jpg,Maize,2732,2853,1939,2118
T0001_XM_20110813090243_02.jpg,Maize,2896,3041,2218,2390
T0001_XM_20110813090243_02.jpg,Maize,3451,3632,1862,2074
T0001_XM_20110813090243_02.jpg,Maize,3421,3632,2188,2400
T0001_XM_20110813100248_02.jpg,Maize,325,577,1990,2228
T0001_XM_20110813100248_02.jpg,Maize,631,826,1923,2269
T0001_XM_20110813100248_02.jpg,Maize,19,153,1361,1563
T0001_XM_20110813100248_02.jpg,Maize,26,211,1197,1314
T0001_XM_20110813100248_02.jpg,Maize,601,792,1341,1570
T0001_XM_20110813100248_02.jpg,Maize,903,1118,1183,1452
T0001_XM_20110813100248_02.jpg,Maize,0,66,417,531
T0001_XM_20110813100248_02.jpg,Maize,624,775,450,629
T0001_XM_20110813100248_02.jpg,Maize,221,419,0,101
T0001_XM_20110813100248_02.jpg,Maize,843,1004,225,447
T0001_XM_20110813100248_02.jpg,Maize,1054,1152,13,151
T0001_XM_20110813100248_02.jpg,Maize,1111,1316,249,447
T0001_XM_20110813100248_02.jpg,Maize,1441,1616,437,699
T0001_XM_20110813100248_02.jpg,Maize,1676,1905,114,336
T0001_XM_20110813100248_02.jpg,Maize,1831,2022,666,871
T0001_XM_20110813100248_02.jpg,Maize,2594,2664,242,420
T0001_XM_20110813100248_02.jpg,Maize,2362,2506,0,141
T0001_XM_20110813100248_02.jpg,Maize,2701,2832,202,397
T0001_XM_20110813100248_02.jpg,Maize,3061,3222,299,561
T0001_XM_20110813100248_02.jpg,Maize,3320,3417,780,1015
T0001_XM_20110813100248_02.jpg,Maize,2853,2916,581,679
T0001_XM_20110813100248_02.jpg,Maize,2732,2913,1311,1513
T0001_XM_20110813100248_02.jpg,Maize,2500,2701,1429,1664
T0001_XM_20110813100248_02.jpg,Maize,2910,3041,1150,1351
T0001_XM_20110813100248_02.jpg,Maize,2748,2886,1970,2097
T0001_XM_20110813100248_02.jpg,Maize,2913,3091,2222,2363
T0001_XM_20110813100248_02.jpg,Maize,3417,3646,2171,2407
T0001_XM_20110813100248_02.jpg,Maize,3458,3648,1886,2114
T0001_XM_20110813100248_02.jpg,Maize,3121,3179,1617,1721
T0001_XM_20110813160245_02.jpg,Maize,16,221,1324,1496
T0001_XM_20110813160245_02.jpg,Maize,56,231,1069,1307
T0001_XM_20110813160245_02.jpg,Maize,315,570,1872,2114
T0001_XM_20110813160245_02.jpg,Maize,674,819,1889,2128
T0001_XM_20110813160245_02.jpg,Maize,1387,1518,1765,2013
T0001_XM_20110813160245_02.jpg,Maize,2254,2305,1375,1486
T0001_XM_20110813160245_02.jpg,Maize,2483,2684,1405,1630
T0001_XM_20110813160245_02.jpg,Maize,2768,2943,1348,1509
T0001_XM_20110813160245_02.jpg,Maize,2853,3071,1143,1331
T0001_XM_20110813160245_02.jpg,Maize,3283,3431,820,998
T0001_XM_20110813160245_02.jpg,Maize,3575,3648,1045,1203
T0001_XM_20110813160245_02.jpg,Maize,3505,3629,1886,2040
T0001_XM_20110813160245_02.jpg,Maize,3404,3609,2141,2380
T0001_XM_20110813160245_02.jpg,Maize,2926,3138,2188,2346
T0001_XM_20110813160245_02.jpg,Maize,2732,2896,1879,2074
T0001_XM_20110813160245_02.jpg,Maize,627,832,1324,1553
T0001_XM_20110813160245_02.jpg,Maize,997,1175,1136,1334
T0001_XM_20110813160245_02.jpg,Maize,0,69,390,508
T0001_XM_20110813160245_02.jpg,Maize,174,348,343,494
T0001_XM_20110813160245_02.jpg,Maize,285,419,0,84
T0001_XM_20110813160245_02.jpg,Maize,473,590,380,558
T0001_XM_20110813160245_02.jpg,Maize,631,765,447,642
T0001_XM_20110813160245_02.jpg,Maize,900,1051,229,403
T0001_XM_20110813160245_02.jpg,Maize,1051,1179,47,188
T0001_XM_20110813160245_02.jpg,Maize,1172,1353,218,397
T0001_XM_20110813160245_02.jpg,Maize,1491,1690,390,655
T0001_XM_20110813160245_02.jpg,Maize,1710,1911,57,309
T0001_XM_20110813160245_02.jpg,Maize,1921,2137,568,827
T0001_XM_20110813160245_02.jpg,Maize,2644,2735,222,373
T0001_XM_20110813160245_02.jpg,Maize,2735,2859,215,434
T0001_XM_20110813160245_02.jpg,Maize,2402,2523,3,121
T0001_XM_20110813160245_02.jpg,Maize,2147,2227,0,67
T0001_XM_20110813160245_02.jpg,Maize,3058,3219,252,592
T0001_XM_20110813160245_02.jpg,Maize,3061,3128,0,182
T0001_XM_20110814100248_02.jpg,Maize,278,436,1953,2161
T0001_XM_20110814100248_02.jpg,Maize,466,574,1889,2104
T0001_XM_20110814100248_02.jpg,Maize,678,843,1882,2158
T0001_XM_20110814100248_02.jpg,Maize,1316,1528,1755,1939
T0001_XM_20110814100248_02.jpg,Maize,1555,1713,2175,2316
T0001_XM_20110814100248_02.jpg,Maize,2782,2970,1933,2087
T0001_XM_20110814100248_02.jpg,Maize,2849,3105,2144,2333
T0001_XM_20110814100248_02.jpg,Maize,3427,3609,2178,2370
T0001_XM_20110814100248_02.jpg,Maize,3501,3632,1865,2034
T0001_XM_20110814100248_02.jpg,Maize,2442,2668,1465,1654
T0001_XM_20110814100248_02.jpg,Maize,2174,2298,1314,1449
T0001_XM_20110814100248_02.jpg,Maize,2775,2963,1338,1526
T0001_XM_20110814100248_02.jpg,Maize,2856,3071,1102,1314
T0001_XM_20110814100248_02.jpg,Maize,3253,3464,780,961
T0001_XM_20110814100248_02.jpg,Maize,3579,3648,1109,1146
T0001_XM_20110814100248_02.jpg,Maize,2846,2963,538,642
T0001_XM_20110814100248_02.jpg,Maize,3071,3259,316,534
T0001_XM_20110814100248_02.jpg,Maize,3044,3131,17,111
T0001_XM_20110814100248_02.jpg,Maize,2748,2896,218,403
T0001_XM_20110814100248_02.jpg,Maize,2627,2735,182,373
T0001_XM_20110814100248_02.jpg,Maize,2163,2348,141,353
T0001_XM_20110814100248_02.jpg,Maize,2405,2449,0,50
T0001_XM_20110814100248_02.jpg,Maize,1706,2009,47,316
T0001_XM_20110814100248_02.jpg,Maize,1827,2032,427,699
T0001_XM_20110814100248_02.jpg,Maize,1669,1780,424,592
T0001_XM_20110814100248_02.jpg,Maize,1663,1740,773,897
T0001_XM_20110814100248_02.jpg,Maize,1777,1837,928,1042
T0001_XM_20110814100248_02.jpg,Maize,1501,1659,417,622
T0001_XM_20110814100248_02.jpg,Maize,1189,1448,202,390
T0001_XM_20110814100248_02.jpg,Maize,957,1185,0,161
T0001_XM_20110814100248_02.jpg,Maize,812,980,182,363
T0001_XM_20110814100248_02.jpg,Maize,631,782,450,618
T0001_XM_20110814100248_02.jpg,Maize,432,584,333,534
T0001_XM_20110814100248_02.jpg,Maize,160,338,296,464
T0001_XM_20110814100248_02.jpg,Maize,305,453,0,64
T0001_XM_20110814100248_02.jpg,Maize,0,59,366,501
T0001_XM_20110814100248_02.jpg,Maize,83,150,978,1079
T0001_XM_20110814100248_02.jpg,Maize,130,301,1096,1281
T0001_XM_20110814100248_02.jpg,Maize,0,254,1284,1482
T0001_XM_20110814100248_02.jpg,Maize,651,836,1311,1560
T0001_XM_20110814100248_02.jpg,Maize,960,1182,1129,1395
T0001_XM_20110814130246_02.jpg,Maize,681,849,1929,2131
T0001_XM_20110814130246_02.jpg,Maize,1269,1548,1707,1916
T0001_XM_20110814130246_02.jpg,Maize,1542,1676,2121,2279
T0001_XM_20110814130246_02.jpg,Maize,2896,3108,2101,2276
T0001_XM_20110814130246_02.jpg,Maize,2805,2960,1889,2040
T0001_XM_20110814130246_02.jpg,Maize,3515,3626,1849,1997
T0001_XM_20110814130246_02.jpg,Maize,3471,3609,2128,2299
T0001_XM_20110814130246_02.jpg,Maize,2745,2920,1304,1476
T0001_XM_20110814130246_02.jpg,Maize,2889,3064,1086,1284
T0001_XM_20110814130246_02.jpg,Maize,3259,3491,790,978
T0001_XM_20110814130246_02.jpg,Maize,3081,3242,286,534
T0001_XM_20110814130246_02.jpg,Maize,2900,2977,494,605
T0001_XM_20110814130246_02.jpg,Maize,2765,2869,188,383
T0001_XM_20110814130246_02.jpg,Maize,3054,3158,0,138
T0001_XM_20110814130246_02.jpg,Maize,2624,2721,165,346
T0001_XM_20110814130246_02.jpg,Maize,2180,2332,91,333
T0001_XM_20110814130246_02.jpg,Maize,1696,1938,77,299
T0001_XM_20110814130246_02.jpg,Maize,1807,2026,427,719
T0001_XM_20110814130246_02.jpg,Maize,1474,1696,373,605
T0001_XM_20110814130246_02.jpg,Maize,1246,1431,235,407
T0001_XM_20110814130246_02.jpg,Maize,994,1206,13,148
T0001_XM_20110814130246_02.jpg,Maize,765,984,165,326
T0001_XM_20110814130246_02.jpg,Maize,644,792,447,608
T0001_XM_20110814130246_02.jpg,Maize,392,550,289,508
T0001_XM_20110814130246_02.jpg,Maize,315,436,0,77
T0001_XM_20110814130246_02.jpg,Maize,123,342,232,454
T0001_XM_20110814130246_02.jpg,Maize,0,66,360,494
T0001_XM_20110814130246_02.jpg,Maize,36,123,934,1096
T0001_XM_20110814130246_02.jpg,Maize,130,315,1022,1277
T0001_XM_20110814130246_02.jpg,Maize,627,819,1277,1550
T0001_XM_20110814130246_02.jpg,Maize,927,1189,1119,1348
T0001_XM_20110814130246_02.jpg,Maize,0,234,1230,1489
T0001_XM_20110814130246_02.jpg,Maize,258,389,1902,2158
T0001_XM_20110814130246_02.jpg,Maize,409,580,1822,2077
T0001_XM_20110814160244_02.jpg,Maize,211,369,1923,2128
T0001_XM_20110814160244_02.jpg,Maize,432,550,1869,2057
T0001_XM_20110814160244_02.jpg,Maize,661,822,1943,2155
T0001_XM_20110814160244_02.jpg,Maize,1511,1663,2138,2272
T0001_XM_20110814160244_02.jpg,Maize,1300,1471,1731,1872
T0001_XM_20110814160244_02.jpg,Maize,0,224,1267,1479
T0001_XM_20110814160244_02.jpg,Maize,133,311,1065,1244
T0001_XM_20110814160244_02.jpg,Maize,32,147,941,1059
T0001_XM_20110814160244_02.jpg,Maize,0,43,393,497
T0001_XM_20110814160244_02.jpg,Maize,133,359,296,474
T0001_XM_20110814160244_02.jpg,Maize,412,547,316,511
T0001_XM_20110814160244_02.jpg,Maize,611,806,440,608
T0001_XM_20110814160244_02.jpg,Maize,728,980,134,343
T0001_XM_20110814160244_02.jpg,Maize,1021,1263,0,158
T0001_XM_20110814160244_02.jpg,Maize,1212,1427,205,407
T0001_XM_20110814160244_02.jpg,Maize,1528,1663,383,595
T0001_XM_20110814160244_02.jpg,Maize,1579,1727,699,837
T0001_XM_20110814160244_02.jpg,Maize,1841,2036,504,790
T0001_XM_20110814160244_02.jpg,Maize,1683,1908,37,289
T0001_XM_20110814160244_02.jpg,Maize,2133,2369,128,316
T0001_XM_20110814160244_02.jpg,Maize,2627,2725,178,343
T0001_XM_20110814160244_02.jpg,Maize,2752,2889,175,387
T0001_XM_20110814160244_02.jpg,Maize,3044,3253,282,528
T0001_XM_20110814160244_02.jpg,Maize,3034,3155,0,114
T0001_XM_20110814160244_02.jpg,Maize,2859,2990,481,608
T0001_XM_20110814160244_02.jpg,Maize,2839,3054,1089,1294
T0001_XM_20110814160244_02.jpg,Maize,3226,3521,743,971
T0001_XM_20110814160244_02.jpg,Maize,3431,3629,1798,2037
T0001_XM_20110814160244_02.jpg,Maize,3347,3626,2097,2319
T0001_XM_20110814160244_02.jpg,Maize,2842,3135,2114,2323
T0001_XM_20110814160244_02.jpg,Maize,2799,2980,1909,2064
T0001_XM_20110814160244_02.jpg,Maize,2762,2943,1328,1502
